360 0.85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
361 0.77 2.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
362 0.25 1.82 1.82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
363 0.5 1.35 1.35 1.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
364 0.45 1.33 1.11 1.11 1.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
365 0.45 1.17 1.17 1.06 1.06 1.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
366 0.29 2.29 2.29 1.12 1.12 1.12 1.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
367 0.42 1.23 1.17 1.17 1.17 1.21 1.21 1.21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
368 0.28 1.29 1.29 1.26 1.26 1.26 1.29 1.29 1.29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
369 0.39 2.92 2.92 2.92 2.92 2.92 1.34 1.34 1.34 1.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
370 0.31 1.37 1.36 1.36 1.36 1.37 1.37 1.37 1.36 1.36 1.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
371 0.5 1.39 1.39 1.38 1.38 1.38 1.39 1.39 1.39 1.38 1.38 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 
372 0.76 1.81 1.81 1.81 1.81 1.81 1.81 1.81 1.81 1.48 1.48 1.48 1.48 0 0 0 0 0 0 0 0 0 0 0 0 
373 0.34 1.83 1.69 1.69 1.69 1.69 1.69 1.69 1.69 1.69 1.69 1.69 1.69 1.69 0 0 0 0 0 0 0 0 0 0 0 
374 0.52 2.05 2.05 1.99 1.99 1.99 1.99 1.99 1.99 1.99 1.99 1.99 1.99 1.99 1.99 0 0 0 0 0 0 0 0 0 0 
375 0.32 3.32 3.32 3.32 2.34 2.34 2.34 2.34 2.34 2.34 2.34 2.34 2.34 2.34 2.34 2.34 0 0 0 0 0 0 0 0 0 
376 0.62 2.14 2.68 2.68 2.68 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 0 0 0 0 0 0 0 0 
377 0.69 2.85 2.85 3.11 3.11 3.11 3.13 3.13 3.13 3.12 3.12 3.12 3.13 3.13 3.13 3.12 3.12 3.12 0 0 0 0 0 0 0 
378 1.27 5.35 5.35 5.35 5.35 5.35 5.35 3.66 3.66 3.66 3.66 3.66 3.66 3.66 3.66 3.66 3.66 3.66 3.66 0 0 0 0 0 0 
379 1.44 4.85 4.45 4.45 4.45 4.36 4.36 4.36 4.35 4.35 4.35 4.35 4.35 4.35 4.35 4.35 4.35 4.35 4.35 4.35 0 0 0 0 0 
380 1.91 5.37 5.37 5.18 5.18 5.18 5.12 5.12 5.12 5.12 5.12 5.12 5.12 5.12 5.12 5.12 5.12 5.12 5.12 5.12 5.12 0 0 0 0 
381 1.52 6.56 6.56 6.56 6.56 6.56 6.56 6.56 6.56 6.56 5.86 5.86 5.86 5.86 5.86 5.86 5.86 5.86 5.86 5.86 5.86 5.86 0 0 0 
