363,2,3,[0.7497 41.8766],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
364,2,4,[2.2805 33.1793],[2.4495 32.9559],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
365,2,5,[0.5998 7.182],[2.1554 38.9392],[3.6567 37.5141],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
366,2,6,[0.075 4.507],[2.1549 35.7765],[0.0817 24.5174],[0.5465 40.8089],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
367,2,7,[0.5414 51.7844],[2.5483 44.4916],[0.4761 29.4808],[0.0 0.0],[0.4919 51.5684],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
368,2,8,[0.1822 45.9327],[3.5866 45.9398],[0.0607 33.4589],[0.4284 31.2443],[0.0 0.0],[0.4427 53.0138],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
369,2,9,[0.5998 53.8641],[3.3627 45.9613],[0.5135 53.4679],[0.0547 33.7044],[3.6317 46.6676],[54.3541 42.7338],[0.3984 48.8178],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
370,2,10,[0.8663 50.2527],[3.3497 42.9745],[0.205 43.6184],[0.3789 50.0155],[8.6232 43.1267],[0.347 28.6583],[3.3742 42.9009],[0.3586 48.8268],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
371,2,11,[0.2999 73.7856],[4.0484 61.2024],[0.512 62.529],[0.1093 71.6634],[0.2577 71.4429],[56.3882 50.057],[0.3123 34.3846],[3.4122 49.7228],[0.3227 56.8199],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
372,2,12,[0.5998 82.6257],[3.5033 68.7573],[0.8517 80.5886],[0.4372 80.1953],[54.0069 51.6123],[0.2319 59.0881],[3.1562 51.3157],[0.2811 39.0199],[0.0 0.0],[0.2904 58.6859],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
373,2,13,[0.7997 68.6854],[3.9351 57.265],[0.2429 66.7868],[0.6832 66.5344],[0.3935 66.0746],[0.0885 66.4039],[0.2087 66.2584],[0.0359 41.6208],[3.8269 54.4185],[0.0 0.0],[0.2614 64.7037],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
374,2,14,[12.142 31.5],[3.9561 48.6675],[9.0974 49.2179],[0.2186 56.0688],[0.6149 56.0539],[0.3542 56.0349],[3.987 46.3746],[0.1879 55.6362],[0.0323 35.3046],[0.2277 33.5876],[0.0 0.0],[0.2353 55.7847],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
375,2,15,[0.0 0.0],[13.36 31.5],[1.2142 80.5972],[0.4372 80.275],[0.1968 80.0207],[0.5534 79.943],[0.3618 66.4781],[4.5552 66.4441],[0.1691 77.6486],[0.029 50.6392],[0.2049 49.117],[0.0 0.0],[54.5694 51.0235],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
